L1 Hawaiian_Text,Reference_Translation
"A hiki o Hakalanileo i mua o Uli, ninau mai la Uli: “Heaha kau?” I aku o Hakalanileo: “I hele mai nei au i waa no Kana, e holo ai i Molokai, e kaua me Kapepeekauila, ke ’lii o luna o ka puu o Haupu.” I mai o Uli: “Ae, he waa, aia i Paliuli; e hele nae oe e kukala i na kanaka a pau loa, e kii e kauo mai i na waa.” Hele aku la o Hakalanileo e kukala i na kanaka a pau loa, a akoakoa, he mau lau kanaka ewalu. Ia wa, pii lakou a hiki i uka o Paliuli. Hooulu o Uli i kana mele pule no na waa o Kana.","When Hakalanileo came in the presence of Uli, she asked him: “What is it you want?” Hakalanileo replied: “I have come for a canoe for Kana by which he may be able to get to Molokai to fight Kapepeekauila, the chief that lives on the Haupu hill.” Uli made reply: “Yes, there is a canoe, it is in Paliuli; but you must, however, go and call all the people together to go and drag down the canoes.” Hakalanileo did so and collected eight times forty men, and they proceeded to the uplands of Paliuli, where Uli prayed for a double canoe for Kana."
"A pau ka hooulu ana a Uli, ia wa, olelo o Uli, e kohi i lalo o ka lepo; kohi iho la na kanaka me ka hoomaauea, me ka manao ole he oiaio ka Uli olelo. Ia lakou e kohi ana ike mua ae lakou i ka manu o na waa e hoea ae ana mai ka lepo ae. A ike na kanaka i ke ano o na waa, a me na mea a pau loa, olelo aku o Uli i na kanaka e hoi, nokamea, ua pau i ka opili no ka nui loa o ka ua a me ka hekili, a ua aneane e make i ke anuanu.","After the recital of the above prayer by Uli, she gave orders to dig down into the ground. The men then began to dig without any interest thinking there was no truth in the words of Uli. While the people were digging they came, first upon the sticks at the bow and stern of the canoe, the points that first came to their view, and when the body of the double canoe and all the parts were exposed, Uli gave orders that the people may return, for they were shivering with the cold, from the rain and thunder which had continued all through the time occupied in the digging, so that they were exhausted."
"A hoi na kanaka a pau loa, alaila, hapai ke ’kua i na waa, ia Kaumaielieli a lana i loko o ke kai, lawe mai la a hiki ma Kaipalaoa, e kupono ana i Wailuku a me Piihonua, kahi o Kana e noho ana.","After the people had all returned, the double canoe, Kaumaielieli, was then lifted by the gods and carried down and placed in the sea; and from this point it was taken to Kaipalaoa, directly below Wailuku and Piihonua, where Kana was living."
"Ia Kana a me Niheu e makaukau ana e holo mai maluna o na waa o Kaumaielieli, e kaua me Kapepeekauila ke ’lii o luna o ka puu a Haupu, ua loaa mua ia Moi ka moe uhane mamua o ka holo ana mai o Kana ma i Molokai. O Moi, he kahuna ia na Kapepeekauila no luna o ka puu o Haupu; he kahuna ike, a he kahuna mana loa ma na mea a pau ana e olelo ai, a e moe uhane ai, a me ka wanana. Iloko o na po o Kane, loaa ia ia ka moe uhane, penei ke ano o kana mea i ike ai:","While Kana and Niheu were making their preparations to sail on the double canoe, Kaumaielieli, to do battle with Kapepeekauila, the chief on the top of Haupu hill, Moi dreamed a dream. This dream was before the start was made by Kana for Molokai. Moi was the priest to the chief Kapepeekauila on the top of Haupu hill. He was a very great priest, learned in his profession and was all powerful; his predictions always coming true, whether in the interpretation of dreams or in the foretelling of coming events. In the night of Kane, he dreamed a dream, which was this:"
"MOEUHANE. He kanaka loa, he kanaka poko, He ui-aa-he alaneo, A na maka pa i ka lani, Malu ka honua, Ia Kamauhili e! Hee nei Ku, I ka moe au a ke kahuna.","THE DREAM. A long man, a short man; A stunted youth, a male god. The eyes touched the heaven, The earth was overshadowed. Say Kamauhili, Ku is routed. Such is my dream, the priest."
"A, ao ae, olelo aku o Moi i ke ’lii ia Kapepeekauila: “E, he moe ka’u i ka po nei.” I mai ke ’lii: “E hai mai.” Hai aku la o Moi i ka moe i olelo ia maluna, a pau ka hai ana, wehewehe aku la i ke ano o ka moe, aole nae he manao io o ke ’lii i keia olelo a Moi. Nolaila, olelo aku o Moi i kana olelo wanana ike, i mua o ke ’lii a me na kanaka: “Ina he hoomoloka i ka moe a’u a ke kahuna, he au hulihia kona hope; ina he wahine ke hoomaloka i ka moe a’u a ke kahuna, he mai kona e moe ia, he wahine ia no Kupukupu, o lou ka nuku o Kolea ma, kau ana i luna o Halehuki. He kanaka loihi ka’u i ike, a oia ka mea nana i hahaki na hui o Haupu nei, a helelei aku nei a ku i loko o ke kai, nolaila, e hele oi la honua ka make.”","At daylight the next day, Moi said to the chief, Kapepeekauila: “Say, I had a dream last night.” The chief said: “Tell me what it is.” Moi then told him of the dream as related above. After telling the dream, Moi gave an interpretation of its meaning, but the chief would not believe it. Seeing this, Moi prophesied to the chief and people, saying: “If you are not going to take heed to my warning, the priest, you will surely be dispossessed. If it is a woman that is unbelieving, she shall make a poor marriage, a woman is she of Kupukupu she will be hooked up by the bill of the duck and left on the height of Halihuki. I saw a long man, and it was by him that the borders of Haupu were broken and the hill fell to pieces into the sea; therefore depart now while death is yet at a distance.”"
"Hoole mai o Kapepeekauila: “O oe no ko’u mea e make ai e na kahuna wahahee; aohe mea e pio ai ko’u puu o Haupu nei; a heaha la hoi, ina i make ole kuu puu ma [ ] keia hope aku, alaila, make oe ia’u.” I aku o Moi: “Ae, he nani ia, ua lohe ole ae la no oe i ka’u olelo, a ua paa iho la no oe i kou manao; heaha la hoi, he ala ike ko kahuna, aole e loaa i ka hookolo ia.”","Kapepeekauila refused to take heed of this warning, saying: “You are the one I shall cause to die, you deceiving priest. My hill of Haupu shall never be conquered. However, let it stand; if my hill is not conquered in the coming fight, I will kill you.” [ ] Moi then replied: “Yes, well and good. Since you would not accept my warning and you have made up your mind in the matter, let it be as you will. The paths of the priests are narrow and can never be reached by crawling.”"
"O ko Moi wahi i noho ai a hele, o ka lapalapa pali hikina o Waikolu, e waiho la ma Molokai a hiki i keia la; aia no hoi kona alanui ma ka pali nihinihi lele loa kahi i kau ai, a malalo o laila ke kai hula ana o Waikolu, a ke waiho nei no ia wahi a hiki i keia la.","The place where Moi dwelt and traversed is along the cliff ridge east of Waikolu, Molokai, and can be seen to this day; its pathway is along this steep cliff, below which are the waters of the Waikolu sea, and the place remains to the present time."
"A lohe ke ’lii o Kapepeekauila i keia olelo a Moi, hoouna aku la ia i kana mau kukini mama loa, o Kolea, o Ulili, e lele e nana ia Kana a me Niheu. A hiki laua i ke kai o Hilo, Punahoa, e pili ana me Kaipalaoa kahi o Kana e noho ana, i aku o Kolea ia Ulili: “E, e lele kaua i luna loa, o make kaua ia Kana, alaila, kahea iho kaua.” Lele ae la laua a hala i luna loa, kau pono iho la i luna o kahi o Kana e moe ana, kahea iho la; ia lohe ana o Kana, lalau ae la o Kana me kona mau lima i luna, me kona moe i lalo ke kino, aole nae i loaa, aka, ua opeapea ka lele ana a na wahi manu, a Kolea a me Ulili, a haule laua i Molokai, i luna o Haupu, no ka ikaika loa o ka makani o na lima o Hana. A hiki na manu i mua o Kapepeekauila hai aku la i ke kanaka lima loihi i ke kikoo ana i ka lani, a pakele laua i ka make; a lohe ke ’lii i keia olelo a na manu, hoouna mai la ia Kolea a me Ulili, e olelo aku ia Keauleinakahi, he koa ia i ka moana.","When the chief Kapepeekauila heard the words of Moi, he sent his swiftest messengers, Kolea and Ulili, to fly and look for Kana and Niheu. When the two came to the harbor of Punahoa, in Hilo, a place adjoining Kaipalaoa, where Kana was then living, Kolea said to Ulili: “Say, let us fly away up high so as to be out of the reach of Kana, and from up there, call out to him.” The two then flew away up high and at a point directly over the place where Kana was sleeping, they called out to Kana. When Kana heard the call he reached up with his hands, while still lying down, but did not catch them, though the effects of the wind caused by the hands of Kana made them swing away in haste, and in doing this they fell down on the hill of Haupu in Molokai. When the two birds came in the presence of Kapepeekauila, they told of the man with such long arms that they reached into the heavens, and that they barely escaped death. When the chief heard the report of the two birds, he sent Kolea and Ulili to go and tell Keauleinakahi, his warrior who had charge of the ocean."
"O Keauleinakahi, he koa ia no Kapepeekauila, ke ’lii o luna o ka puu o Haupu, e hiki ia ia ke hou i ka waa a puka pu, ma kekahi aoao, oia kela auau hou i ka waa a me na mea e ae. Ua kauoha ia ia e hou aku i na waa o Kaumaielieli, ke holo mai mai Hawai mai, a e pepehi ia Kana a me Niheu.","Keauleinakahi was one of the warriors under Kapepeekauila and it could thrust through a canoe with his snout. This fish is to be seen to this day. It has a long sharp snout and can kill a man or wreck a canoe or other object. When the messengers came to Keauleinakahi, they said: “You have been ordered to pierce the double canoe, Kaumaielieli, when it comes from Hawaii and also to kill Kana and Niheu.”"
"A ee o Kana a me Niheu i luna o na waa o Kaumaielieli, a me ko laua makuakane o Hakalanileo, a holo mai la o Kana, ua opeope ia a kau i luna o ka pola o na waa, e like me ka loihi o na waa o Kaumaielieli, pela no ko Kana waiho ana. Ia lakou e holo ana ma ka moana, ma waena o Hawaii a me Maui, loaa lakou ia Keauleinakahi, ke koa o Kapepeekauila, e lele mai ana me kona nuku oioi loa e hou i na waa. Ia ia e makaukau ana e lele mai e hou, ku ana o Niheu me kana laau palau, o Wawaikalani ka inoa, a hahau aku la ia Keauleinakahi, a make iho la ia.","On the day when Kana and Niheu completed their preparations, they boarded the canoe, Kaumaielieli, taking along with them their father Hakalanileo, and set sail. Kana was wrapped up in the form of a large package, and was placed on the platform. The length of the package extended the full length of the double canoe. While they were on their way and had reached a point between Hawaii and Maui, they were met by Keauleinakahi, the warrior of Kapepeekauila, who made an attack on the double canoe, with the intention of breaking it to pieces with his sharp snout. While it was preparing for the attack, Niheu stood up with his war club, Wawaikalani by name; and as Keauleinakahi made the attack, Niheu struck it with his club, killing it."
"Holo mai la lakou a hiki i Waikolu ma Molokai, kahi e ku ana ka puu o Haupu, hekau iho la na waa i waho. Ia lakou e lana pono ana ma waho ae o Waikolu, olokaa ia mai la kekahi pohaku nui mai luna mai o ka puu o Haupu, maluna pono o na waa o Kaumaielieli. Ia Kana e moe ana i luna o ka pola o na waa, kahea ae la kekahi o luna o na waa: “E, ka pohaku nui e kaa mai nei! Ka pohaku nui e kaa mai nei!! Make kakou! Make kakou!!” Ma keia kahea ana, ua lohe o Kana, lalau ae la kona lima akau a paa i ka pohaku, o ka lima hema, lalau aku la ma ka poina kai, i iliili kia [ ] no ka pohaku i paa; ma keia hana a Kana, ua paa loa ia pohaku i waena o ka pali a hiki i keia la, e waiho la ma ka pali o Waikolu. A ua pakele no hoi o Kana, a me na waa o Kaumaielieli i ka make i ka pohaku. Mahope olaila, kii o Niheu i ka makuahine i luna o ka puu o Haupu, mamuli o kona koa a me kona ikaika.","After this encounter the voyage was resumed until they arrived at Waikolu, Molokai, near where the Haupu hill was standing, and here the canoe was moored. While they were mooring the canoe a large rock was rolled down from the hill aimed at the canoe Kaumaielieli. As Kana was lying on the platform of the canoe, one of the people called out, saying: “Say, there comes a large rock! A large rock is coming!! We will be killed! We will be killed!!” At this call Kana heard it, so he reached out his right hand and held the rock, while with the left hand he reached for a small [ ] stone from the beach and placed it under the rock, stopping it from rolling any further. By this action of Kana the rock was stopped right in the middle of the steep cliff; and it is there to this day, on the cliff of Waikolu. This saved Kana and the canoe Kaumaielieli from destruction by the rock. After this Niheu started off for the top of the Haupu hill, to the rescue of his mother, believing that he could do this with his own strength."
"He koa makau ole o Niheu a he koa wiwo ole i ko hai ikaika, a he hiki ia ia ke hoouka kaua me ka lehulehu, me kona kanalua ole. Lalau aku la ia i kana laau palau o Wawaikalani, a hoomoe aku la mai na waa a hiki i ka pali, hele aku la o Niheu maluna. Ma keia hele ana a Niheu hiki aku la ia i ka puu o Haupu, aia i luna o laila ke ’lii o Kapepeekauila me ka makuahine o Niheu ma, o Hina, ua lilo ia Kapepeekauila i wahine nana.","Niheu was a fearless warrior and had very little respect for the strength of others. He was so brave that he oftentimes fought against a whole army, without the least hesitation. When he was ready to start he took up his war club, Wawaikalani, and placing one end of it on the cliff, the other resting on the canoe, he walked ashore upon it. After landing he proceeded to the top of the hill of Haupu, where the chief Kapepeekauila was living, in company with Hina, the mother of Niheu, who was for the time being his wife."
"O Kahonunuimaeleka ka inoa o Haupu, he honu, me na aoao o ka puu o Haupu, ina e upai na hui, alaila, pii ua puu nei i luna a kiekie i ka lani. He pa ma waho o ka puu o Haupu, he pae humu ka inoa, oia ke ki o Koaea a me ka ulei o Nuuhiwa, aole e komo ka makani i loko o ka hale o ke ’lii, o ia o Halehuki. E hili aku ana o Niheu i ka laau palau ana, pau ke ki o Koaea, a me ka ulei o Nuuhiwa, komo ka makani i loko o Halehuki.","The real name of the hill was Kahonunuimaeleka, a turtle, and had flippers on the sides. Whenever these flippers closed the hill would extend up to the heaven. Around this hill was a fence called Paehumu composed of ti-leaf of Koaea and the ulei of Nuuhiwa. These things grew so close together that they served as a windbreak, and no wind could touch the chief’s house, called Halehuki."
"Ia wa ninau ke ’lii o Kapepeekauila: “Ea, heaha keia mea e komo nei ka makani i loko nei?” “He keiki me ka laau palau, nana e hili mai nei ke ki o Koaea, a me ka ulei o Nuuhiwa.” Olelo mai o Hina: “O Niheu, o ke keiki koa a maua; he keiki makau ole keia, make kakou.” I Hina e kamailio ana, hiki ana o Niheu a lalau ia Hina, a lawe aku la. Mamua ae o ka lawe ana o Niheu ia Hina, ua hai aku o Hina ia Kolea laua o Ulili i ko Niheu wahi e ikaika ai, o ia ka wili lauoho o ke poo o Niheu, o Wilikalinoamohalaikaekaeka ka inoa; e lalau a paa ka wili lauoho, alaila, haalele ia’u, pela e nawaliwali ai o Niheu.","When Niheu came up to the fence he beat down the ti-leaf and ulei with his war club, causing the wind to enter Halehuki. As the wind blew into the house, Kapepeekauila asked: “What has caused the wind to enter here?” “There is a boy outside with a war club. He has beaten down the fence.” Hina then spoke up: “It must be Niheu, our brave son. He is without fear. We shall be killed.” While she was speaking, Niheu came in and taking hold of Hina started off with her. Before Niheu came into the house, Hina had told Kolea and Ulili the place wherein the strength of Niheu laid; it being in the strands of his hair, called Wilikalinoamohalaikaekaeka, and at the same time told them to take hold of the strands and pull on them which will cause Niheu to let go of her, for this would cause him to lose his strength."
"A ike o Kolea a me Ulili, ua lilo o Hina, lele iho la laua a paa i ka wili lauoho o Niheu; a ike o Niheu ua paa kona lauoho, haalele iho la ia ia Hina, a hopu iho la i kana laau palau, a hahau ia Kolea ma laua o Ulili; ia ia i lilo ai i laila, holo aku la o Hina a hiki i ka hale, me ke kane o Kapepeekauila. Nolaila, hoi aku la o Niheu a hiki i na waa, ninau mai o Kana: “Pehea aku la ka makuahine o kaua?” Olelo mai o Niheu: “Ua loaa no ia’u, a hoi mai nei maua, ia wa, apo ia kuu lauoho e na wahi [ ] manu, e Kolea ma; lilo au ilaila, holo aku nei o Hina.” I aku o Kana ia Niheu: “E noho oe i luna nei o na waa, owau ke kii aku i ka makuahine a kaua.” Ia wa ku ae la o Kana i luna o na waa, o Kaumaielieli ma, a kiei iho la maluna o Haupu, oni ae la o Haupu a kiekie, pela no hoi o Kana o ke oni ana. Ma keia oni ana o Kana, ua hiki i ka lanikuakea, ka lani lipolipo, ua punawelewele nae ke kino o Kana, no ka pololei i ka make a ka ai, a me ka ia.","When Kolea and Ulili saw that Hina was being taken away, they flew and held Niheu by the hair. When Niheu saw that his hair was being held, he let go of Hina, took up his war club and struck at Kolea and Ulili. While he was doing this, Hina ran back to the house, to her new husband Kapepeekauila; Niheu, therefore, walked back to the canoe, and he was questioned by Kana as follows: “How about our mother?” Niheu replied: “I had her and we were on our way here when I was attacked; my hair was pulled by the two birds, Kolea and Ulili. While I was beating them off, Hina ran back again.” Kana then said to Niheu: “You stay here on our canoe while I go after our mother.” With this Kana stood up in the canoe and peeped over the hill of Haupu. At this the hill extended on up and Kana also extended on upward too. In doing this [ ] Kana had to go up to the highest heaven, in the deep blue sky and his body was in the form of a spider’s webb, for he was in great need of food and meat."
"Nolaila, nana ae la o Niheu ma na wawae o Kana, i ka punawelewele a me ka wiwi loa, a noonoo iho la ia, he make pololi. Kahea ae la o Niheu me ka leo nui ia Kana: “Moe ia i Kona i o Uli, i ke kupunawahiue o kaua, i kahi o ka ai a me ka ia.” Ekolu la ke kahea ana a Niheu, lohe o Kana. A lohe o Kana i ka leo o Niheu, moe aku la ia maluna o Molokai, a kau pono i luna o Haleakala, i luna pono o ke kuahiwi, a ma keia moe ana a Kana ua puali o luna o ke kuahiwi o Haleakala, a hiki i keia wa.","When Niheu saw that the legs of Kana were thin and in the form of a spider’s webb, he felt that it was because he was starving; so he called out in a loud voice to Kana: “Lie toward Kona, to Uli our grandmother, where you will be able to get food and meat.” Niheu had to repeat this call for three days before Kana heard him. When Kana heard the call of Niheu, he bent himself over across Molokai, over the top of Haleakala, over the mountain whereby a groove was formed across Haleakala which can be seen to this day."
"Ia Kana i hiki ai i Kona i o Uli la, moe iho la ia ma waho o ka hale. Ala ae la o Uli i ke kakahiaka nui a hele i waho, nana iho la ia o Kana, o kana moopuna. Lalau iho la ia a hoala ae la, hanai iho la i ka ai, a maona, iho mai la kona nui a hiki i na wawae i luna o na waa, kahi a Niheu e noho ana. Nana ae la o Niheu a ike, ooki ae la ia i kekahi wawae o Kana, no ka ukiuki o Niheu i ka ai ana o Kana a maona, nolaila, holo ae la ka maeele a hiki i ke poo o Kana. Olelo mai o Uli ia Kana: “Ua huhu ko kaikaina ia oe o Niheu, i ko ai ana a maona, nolaila, ooki kela i ko waewae. Ua make ko hoapaio, ina oe i ala, e ala oe a maluna iho o ka puu o Haupu, hoaa iho oe i ko maka, nana ia e oni ae, lalau iho oe i ka hui akau a hahai ae, a pela ka hui hema, alaila, pau kona ikaika.” A pau ka olelo ana a Uli ia Kana, ala mai la o Kana a kupono, a kiei maluna o Haupu, hoaa iho la i na maka, ala ae la o Haupu a oni, i luna, lalau iho la o Kana i na hui a hahai. Ma keia hai ana o na hui, ua pau ka mana o Haupu, ua keehi iho la o Kana i ka puu a helelei, a ku kekahi mau puu liilii i loko o ke kai, o ia kela mau puu loulu e ku la ma ka waha o Waikolu, a hiki i keia la. Ma keia make ana o Haupu, ua pio ke ’lii o Kapepeekauila, a ua loaa o Hina, a lawe ia mai la a noho me kana kane o Hakalanileo, a pela i pau ai ke kaua ana o Kana me ka puu o Haupu. [ ]","When Kana reached Kona and the home of Uli his grandmother, he laid down by the doorway until Uli awoke in the morning, and when she came out she saw Kana, her grandson. She then woke him up and began feeding him. When Kana was satisfied, the increase of his body began to come down until it reached his feet which were in the canoe, where Niheu was still waiting. When Niheu looked and saw that the legs were increasing he arose and cut off one, for he was angry with Kana for eating till satisfied. The numbness from this cut went up until it reached the head of Kana, and upon informing his grandmother of this fact, Uli said: “Your younger brother Niheu got angry with you because you partook of food [without remembering him], so he has cut off one of your legs.” After this Uli said to Kana: “You have conquered over your opponent. When you rise up you must extend upward until you tower above the Haupu hill, then make eyes at the hill and when it extends up to meet you, you reach down and break off the flippers on the right side; then break off the flippers on the left side; then it will have no more strength.” After these instructions had been imparted, Kana arose and stood upright until he towered over Haupu, when he made eyes at the hill. At seeing this Haupu extended upward to meet Kana; Kana then reached down and broke off the flippers. As soon as the flippers were broken, the power of Haupu ceased. Kana then stepped down on the hill and it fell to pieces, and as the pieces fell into the sea, they were left there in the form of small hills, which can be seen to this day, at the mouth of the Waikolu Valley, overgrown with loulou palms. By the death of Haupu, the chief Kapepeekauila was conquered and Hina was recovered; and she was brought back to live with her first husband Hakalanileo. This ended the war between Kana and the Haupu hill. [ ]"
"O Alala ka makuakane, o Koukou ka makuahine, o Iole, o Opeapea na kaikuahine o Pikoiakaalala, he mau mua laua ma ka hanau ana no Pikoiakaalala. Olelo hoakaka. He mau makua iole keia a me na keiki, a he kanaka kekahi ano o lakou, maloko o keia kaao e maopopo ai. O Wailua i Kauai ka aina hanau o Pikoiakaalala, hapai o Koukou a hanau, oia o Iole he kaikamahine, hapai hou a hanau o Opeapea, he kaikamahine, hanai ia laua a nui, holo i Oahu nei. Hoao laua me na kane kaukau alii koikoi ai ahupuaa o Oahu nei. Ia wa e alii ana o Kaulamawaho me kana wahine o Kekakapuomaluihi no Oahu nei. No ko laua haalele ana ia Kauai a holo i Oahu nei, ike ole laua i ka hanau ana o Pikoiakaalala, ko laua pokii kane. A hala mai laua, hapai o Koukou ko lakou makuahine ia Pikoiakaalala, a hanau he keiki kane, hanai ia a nui, ua pii kona kino me ka makai o ka helehelena, o ka lauoho nae he ano hulu iole.","Alala was the father and Koukou was the mother of Pikoiakaalala; Iole and Opeapea were the sisters of Pikoiakaalala, born before him. The parents as well as the children were rats who sometimes changed into human beings, as this story will clearly show. Wailua in Kauai was the birthplace of Pikoiakaalala. The first child of Koukou was Iole, a daughter; then followed Opeapea, another daughter. These two were brought up by their parents until they were of age, when they moved to Oahu and married husbands who were connected to certain high chiefs and who were large land owners, during the reign of Kaulamawaho and Kekakapuomaluihi. As Iole and Opeapea had left Kauai for Oahu before the birth of Pikoiakaalala, therefore, they were not present at the birth of their young brother. After they had left, Koukou, their mother, conceived and gave birth to Pikoiakaalala, a son, to whom great care was exercised in his bringing up. In the course of time the child grew to be fine looking but with hair that resembled rat’s hair."
"I loko o ia wa he mea mau i na kanaka a me na keiki ka akoakoa ma kahi hookahi o Wailua e lealea, e makaikai no na mea e hana ia ana. Ia lakou e uwa ana me ka hookanikani pihe no ka olioli, komo aku la keia leo ma na pepeiao o Pikoiakaalala, alaila, ninau oia i ko lakou makuakaue ia Alala: “E, Alala, heaha keia leo e uwa nei o kai o Wailua nei?” “He olohu,” wahi a Alala. “Pehea ia mea?” wahi a Pikoiakaalala. “Penei: olohu iho la na mea elua a oi ka olohu a kekahi, uwa aela, kani ka pihe, oia kela leo au e lohe la.” I aku o Pikoiakaalala: “E iho au e nana ia mea?” “Aole oe e iho e nana,” wahi a Alala, a hala keia la. Uwa hou ka pihe, kokolo hou ka leo a lohe o Pikoiakaalala. Ninau hou ia ia Alala, o ka lua ia: “Heaha keia uwa hou o kai?” “He pahee; pahee iho la a holo loa aku la ka pahee a kekahi uwa ae la.” “E iho au,” pela aku o Pikoiakaalala. Hoole mai o Alala: “Aole oe e iho.”","At about this time it was customary for the people to gather at Wailua to join in and to witness the different athletic sports. One day while the different games were going on, the shouts and yells to encourage the different contestants were heard by Pikoiakaalala. He therefore asked his father Alala: “Say, Alala, what is the cause of that shouting down at Wailua?” “They are playing olohu,” answered Alala. “What is that?” asked Pikoiakaalala. “It is played in this way: there are two contestants playing; when one has rolled his stone disk farther than the other’s, the multitude would shout. That is the noise you hear.” Pikoiakaalala then asked: “Let me go and witness the games?” “You cannot go and see them until after today,” said Alala. After this the multitude shouted again. When Pikoiakaalala heard the commotion, he again asked Alala, this being the second time: “What is that renewed shouting down there?” “They are playing at a game called pahee. When the stick thrown by one contestant slides farther than the one thrown by the other the people would yell.” “I must go down,” said Pikoiakaalala. Alala refused, saying: “You cannot go.”"
"Uwa hou ka pihe o kai, o ke kolu ia, ninau hou ia Alala: “Heaha keia leo hou e uwa nei?” Hai mai o Alala: “He koieie i ka haki wai ana, penei ke ano: he wahi papa pokole i hana ia a maikai, lawe a kahi o ka wai-kahe e ili ana mehe ale la o ka [ ] moana ke opu ae a haki aku, ilaila e lana malie ai me ke kauaheahe. A o ka mea e lana ana peia me ka lilo ole i ka wai, oia kela pihe e uwa maila.” “E iho au?” pela aku o Pikoiakaalala ia Alala. “Ae.”","Again there was yelling at the place, this being the third time. Pikoiakaalala again asked: “What is that fresh shouting that is going on?” Alala replied: “They are playing koieie, at a place in the river near the rapids. The game is played in this [ ] way: it is a short piece of smoothed board which is thrown in the river at a place just near the rapids in such a way that it would float steadily in one place without being carried down the rapids. The one whose piece of board floats the steadiest and is not carried down the rapids wins. The shouting which you have just heard is for the winner.” “May I go down?” asked Pikoiakaalala. “You may,” said Alala."
"Hana iho la o Alala i koieie na Pikoiakaalala a hookuu aku la e iho i kai o Wailua, i kahi o na kanaka e piha ana. A hiki o Pikoiakaalala me kana koieie, nana mai la na mea a pau ia ia nei me ka haohao. Mahope olaila, kiola na mea a pau i ka lakou koieie i ka wai (oia ka muliwai o Wailua), o Pikoiakaalala kekahi i kiola i kana koieie, oi loa aku la ka maikai o ke kau aheahe o kana koieie mamua o ka na keiki a pau. Nolaila, huahua lakou ia ia nei me ka opu kekeue. Lalau kekahi keiki i ka Pikoiakaalala koieie a kiola i kahi kahe ikaika o ka wai, a kahe aku la ka wai me ka ikaika loa, lilo aku la ke koieie a hui me ke kai. Mahope o ke kiola ana i ke koieie, lele aku la o Pikoiakaalala ma kahi a ke koieie i haule ai, a lilo aku la keia i ka moana ma ka ikaika o ka wai; po a ao, ao a po i ka moana pae i Oahu nei. Me ke awa o Kou nei kona pae ana a noho iho la ma ka ae one, he olulo ke ano, no ka mea ua pololi i ka make a ka ai a me ka ia.","Alala then proceeded to make a koieie for Pikoiakaalala, and after it was finished, the boy started down for Wailua where the people were gathered at the games. On the arrival of Pikoiakaalala with his koieie the people all looked at him in surprise. Not very long afterwards the people began throwing their koieie boards into the Wailua River; so Pikoiakaalala threw his into the river also. When the people saw how his koieie floated the steadiest, some of the boys got jealous of him and one of them reached down for Pikoiakaalala’s koieie and threw it into the rapids which carried it into the sea. As soon as his koieie was thrown into the rapids, Pikoiakaalala jumped in after it and he too was carried into the sea by the force of the current for two days and two nights when he landed on Oahu at the harbor of Kou (Honolulu), where he sat on the sand like a castaway, weak from want of food."
"E noho ana laua me ka laua mau kane koikoi ai ahupuaa, aia malalo o laua, he kanaka malama waiwai, o Kauakahi ka inoa. Hele aku la o Kauakahi ma kahi a Pikoiakaalala e moe ana, ninau iho la: “Mahea mai oe?” “Ma ke kai mai nei,” pela aku o Pikoiakaalala. “E hoi kaua i ka hale,” pela aku o Kauakahi.","The two [sisters] were at this time living with their husbands who were men of note, being large land owners, and who had under them a man by the name of Kauakahi as their chief steward. When Kauakahi saw Pikoiakaalala lying there he came up to him and asked: “Where are you from?” “From the sea,” answered Pikoiakaalala. “Come to the house with me,” said Kauakahi."
"A hiki laua i ka hale, olelo aku la o Kauakahi ia Iole a me Opeapea, na kaikuahine o Pikoiakaalala: “He keiki ka’u eia la, loaa aku nei ia’u e moe ana ma ka ae one; nolaila lawe mai nei au i ka hale nei e noho ai me a’u.” Ninau aku la o Iole me Opeapea ia Pikoiakaalala: “Mahea mai oe? Owai kou aina hanau a me na makua?” I aku o Pikoiakaalala: “O Wailua i Kauai ko’u aina hanau, o Alala ko’u makuakane, o Koukou ko’u makuahine.” A lohe o Iole a me Opeapea i keia olelo a Pikoiakaalala, maopopo ia laua he kaikunane pokii keia no laua, ma ka loaa ana o ka inoa o na makua. Lele aku la laua uwe, a hai aku la i ka pili ana ia Pikoiakaalala.","Upon their arrival at the house, Kauakahi spoke to Iole and Opeapea, the sisters of Pikoiakaalala: “I have a boy, here he is. I found him asleep on the sand and brought him to the house to live with me.” Iole and Opeapea then asked Pikoiakaalala: “Where are you from? Where were you born and who are your parents?” Pikoiakaalala answered: “Wailua in Kauai is my birthplace. Alala is my father and Koukou is my mother.” When Iole and Opeapea heard these answers given by Pikoiakaalala they knew that he must be their brother, as the names of their parents were correctly given; they therefore sprang on him crying, and at the same time informed Pikoiakaalala of their relationship."
