L1 Hawaiian_Text,Reference_Translation
"He oiaio, ma ko lakou hahau mua ana, mamua o ko lakou pili ana, a me ka uhi ana i ke kapa, ua maopopo ia Hauna e make ana oia; aka, no ka ike ana aku ia Kuleonui, nolaila, oia i olelo ai, alia e uhau a hala aku ka elele a Kakuhihewa, e uhi ia ka papa i ke kapa. Aka i ka hoomaka ana e lawe ae i ke kapa, lilo pu ae la me ka iliili a na wahine i ike ai he maikai, ma ka lima o Hauna. Alaila, hahau ae la o Hauna, a make iho la na wahine. I aku la o Hauna: “Ua lilo olua ia’u.” I aku ua mau wahine nei: “He mau kane ka maua, pehea la auanei maua e pono ai?” I aku na kane: “Aole a olua olelo kuhikuhi no maua, no ka mea, ua lilo olua.” Alaila kahea ae la na kane a ua mau wahine la ia Hauna: “Lawe ia na wahine nau, ua eo ia oe, no ka mea, aole na hai aku ka laua mea i pili ai, na laua no.” [ ]","It was a fact that before the game was continued, and before the bets were settled and the board covered with the piece of kapa, Hauna knew very well that he was beaten; but upon seeing Kuleonui it gave him an excuse to propose that the board be covered over until the messenger of Kakuhihewa passed by. According to his request the board was covered over. But when the kapa was removed, in order to continue the game, Hauna caught up some of the stones which gave the women the best advantage with the kapa. Hauna then made the first move and after a few more moves the women were beaten. At this he said: “I have won you two.” The women replied: “We have husbands of our own and we cannot see how we can straighten out this difficulty.” The husbands of the two women replied: “You two had better not consider us, because you made your own bet and have lost it yourselves.” The husbands then said to Hauna: “You can take the women as your own property, for you have won them; they were not staked by others; they made the bet themselves.” [ ]"
"A no ia mea, lalau aku la o Hauna i na wahine a nakii ae la i ka malo i kekahi wahine ame kekahi wahine, a kauo aku la i kahi a na waa e kau ana. A no ia kauo ana o Hauna i na wahine, nolaila, ua kapaia ka inoa o kela wahi o Kaohao, ma Kailua, Koolaupoko, Oahu, a hiki mai i keia la.","Because of this Hauna took the women and tied them together with a loin cloth and led them to the place where the canoes were lying. Because these women were led by Hauna, the place where this act took place was given the name of Kaohao and it so remains to this day. The place is in Kailua, Koolaupoko, Oahu."
"Hele pu aku la ua mau wahine nei me Hauna a hiki i na waa, olelo aku la i kekahi wahine: “Eia kou waa a me na ukana o luna mai mua a hope, a eia kou mau kanaka, he mau kanaka lawelawe nou; aole he mau kanaka moe aku nau.” A e like me ka olelo i kela wahine, pela no ka ia nei olelo ana i ka lua o ka wahine. A haalele iho la oia i na wahine, a hele aku la e halawai me Lonoikamakahiki.","The women were taken by Hauna to the canoes where he said to one of them: “This canoe shall be yours with everything in it from stem to stern, including the men. The men shall be your servants; they are not for you to sleep with. ” And as he had spoken to her, so in like manner he spoke to the second woman. He then left the women and proceeded to meet Lonoikamakahiki."
"A hiki aku la o Hauna a halawai me Lonoikamakahiki, i aku la o Lonoikamakahiki: “Ina e hiki ole mai nei oe i keia la, o ka pau no ia o’u i kalua, eia la ua makaukau ka umu no’u.” I aku o Hauna: “Ua eo ia oe, hoike ia aku na iwi o na ’lii i make i ke kaua i ka wa o ko makuakane o Keawenuiaumi.”","When Hauna went up to meet Lonoikamakahiki, Lonoikamakahiki said to him: “If you had not arrived this day I would have been cooked in the umu, for it is now ready.” Hauna replied: “You have won. Show them the bones of the chiefs killed in the battle in the time of your father, Keawenuiaumi. ”"
"Ia manawa, lalau ae la o Hauna i na iwi o ko Kohala alii, ua hakuia i ka hulu, ua kamaahaia a paa, a olelo aku la ia Lonoikamakahiki: “Eia keia alii o Palahalaha, ko Kohala alii, ka Wohilani keiki. Me makou no ka noho ana, a ike i ko makou uuku haalele, a i ke kaua nei a ko makuakane i luna o Puumaneo, make no ia makou, lilo na iwi ia makou, komo iloko o ka hokeo.” Ia manawa lalau aku la o Lonoikamakahiki, a kiola aku la ma ke alo o Kakuhihewa, a kani aku la ke oli:","At that moment Hauna reached for the bones of the chief of Kohala, which were plaited with feathers and fastened together by netting, and said to Lonoikamakahiki: “Here is the chief Palahalaha, the chief of Kohala, son of Wohilani. He had been residing with us, and seeing how few we were, left, and at your father’s battle on Puumaneo died at our hands. We secured the bones and put them away in the gourd container.” At this time Lonoikamakahiki seized them and threw them in front of Kakuhihewa and began chanting:"
"Palahalaha wale Ka moe a Kohala, I lalo ke alo. Ehuehu mai ana ia’u, Ka pua o Koolau, o Moolau. Kai mai ana ka waiho a Puakea, Kakaako ana Kukuipahu. I na mai ua mea-la!","Level indeed Lies Kohala, Face down. The fragrance is wafted to me Of the flower of Koolau, of Moolau. Low indeed lies Puakea, With Kukuipahu by its side. Here are some more!"
"I ka waiho ana o keia mea a Lonoikamakahiki i hoolei aku ai ma ke alo o Kakuhihewa, alaila, ninau, aku o Kakuhihewa ia Lanahuimihaku ma: “Owai keia?” I aku o Lanahuimihaku ma: “O Palahalaha, o ko Kohala alii, ka Wohilani keiki; me Keawenuiaumi no kahi i noho ai, a ike i ka uuku o makou, haalele, a ke kaua a Keawenuiaumi iluna o Puumaneo make no ia makou. He kaikaina no nae no Keawenuiaumi. He aina maikai o Kohala, he moku nui no.” [ ]","As this bundle which Lonoikamakahiki threw reached Kakuhihewa he said to Lanahuimihaku and others: “Who is this?” Lanahuimihaku and the others said: “This is Palahalaha, the chief of Kohala, the son of Wohilani. He resided with Keawenuiaumi, and seeing how few we were, left, and at the battle of Keawenuiaumi on Puumaneo we slew him. He was also a younger brother (cousin) of Keawenuiaumi. Kohala is a beautiful country and is a large district.” [ ]"
"Alaila, olelo hou aku o Hauna ia Lonoikamakahiki: “Eia hou no keia alii, he kaikaina no no ko makuakane, me makou no kahi i noho ai, a ike i ko makou uuku, haalele ia makou, hele a kipi mai ma kekahi aoao, manao e hee makou, a ke kaua a makou iluna o Puumaneo, make ia makou pau na iwi i ka holehole, komo iloko o ka hokeo.”","Then Hauna again spoke to Lonoikamakahiki: “Here is another chief, and also a younger brother (cousin) of your father’s. He also resided with us, and learning how few we were, left us and fought on the side of the rebels expecting that we would be vanquished, and at our battle on Puumaneo we killed him and stripped his bones and put them away in the gourd.”"
"A lohe o Lonoikamakahiki i keia olelo, alaila lawe ae la oia i na iwi o ke alii o Hamakua a paa i ka lima, ua haku ia no i ka hulu e like me ka hana ana i ko Kohala. A mamua o ko Lonoikamakahiki kiola ana aku ia mea i mua o ko Kakuhihewa alo, alaila oli aku la oia:","Lonoikamakahiki, having heard of these facts, took the bones of the chief of Hamakua, which were plaited with feathers similar to those of the chief of Kohala, and held them in his hands and, before throwing them before Kakuhihewa, began to chant:"
"Akahi au opu mai; Alua au opu mai. O Keau wale-a, A kanaka i ka hele i ka ua, Kiki a kolea. He hoolono pakaua o Hilo. He aa mai oe E ai pu no-e? Eia mai ua mea-la!","You have one, jump in; You have two, jump in. They go here and there, The men in the rain, The plovers about. Listen to the raindrops of Hilo. Canst thou dare Eat in company? Here are some more!"
"Waiho keia mea ma ke alo o Kakuhihewa. Ninau ae la ua o Kakuhihewa ia Lanahuimihaku ma: “Owai keia?” Alaila hai aku la o Lanahuimihaku ma: “O Pumaia keia, ke keiki a Wanua, ko Hamakua alii ia, he kaikaina no no Keawenuiaumi, me makou no ka noho ana, a ike i ko makou uuku, haalele, a i ke kaua a makou iluna o Puumaneo, make no ia Keawenuiaumi lilo na iwi ia makou, komo iloko o ka hokeo, oia na mau iwi.”","Placing the calabash before Kakuhihewa he asked Lanahuimihaku: “Who is this?” They answered: “This is Pumaia, the child of Wanua who was the chief of Hamakua, also a younger brother (cousin) of Keawenuiaumi. He lived with us, and having learnt that we were few in number, deserted, and at our battle at Puumaneo he was slain by Keawenuiaumi. We secured his bones, put them away in a gourd, and these are the bones.”"
"Lalau hou iho la no o Hauna i ka iwi o kekahi alii, mai loko ae o ka hokeo, a olelo aku la ia Lonoikamakahiki: “E! Eia hou no keia makuakane ou, o Hilohamakua, ko Hilo alii, keiki a Kulukulua, he kaikaina no no ko makuakane, me makou no kahi i noho ai, a no ko makou uuku haalele ia makou, hele a ma kekahi aoao, kipi mai, a i ka hoouka kaua a makou i luna o Puumaneo, make no i ko makuakane, pau na iwi i ka holehole, komo iloko o ka hokeo.” Alaila, lalau aku la o Lonoikamakahiki, a oli ae la:","Hauna drew out the bones of another chief from the calabash and said to Lonoikamakahiki: “Here is another uncle (father) of yours, Hilohamakua, the chief of Hilo, child of Kulukulua, a younger brother (cousin) of your father. He also lived with us, and because there were so few of us left and joined the rebels on the other side, and at the battle fought on Puumaneo your father slew him, stripped his bones and put them in the gourd.” Then Lonoikamakahiki reached for it and chanted:"
"O Hilo ia, o Hilo ia, O Hilo ia o ka ua kina, Ka ua kinakina, Ka ua mao ole o Hilo; O Hamakua ia he pali, Pepe ka lauki o Kamae, Kamae loa Hamakua. Eia mai ua mea la!","That is Hilo! That is Hilo! That is Hilo of the incessant rains, The increasing rains, The ceaseless rains of Hilo. That is Hamakua of the steep cliffs. The ti leaf of Kamae is tramped down, Hamakua is indeed withered. Here are some more!"
"Waiho ana ma ke alo o Kakuhihewa. Ninau ae kela ia Lanahuimihaku ma: “Owai keia?” I aku o Lanahuimihaku ma: “O Hilohamakua ia, ka Kulukulua keiki ia, ko Hilo alii ia, he kaikaina no no Keawenuiaumi, me makou no ka noho ana, a ike i ka uuku o makou, haalele, a i ka hoouka kaua a makou iluna o Puumaneo, make no ia Keawenuiaumi, pau na iwi i ka holehole, komo iloko o ka hokeo, oia na.” [ ]","Placing the bundle in front of Kakuhihewa, he asked Lanahuimihaku and others: “Who is this?” They answered: “It is Hilohamakua, Kulukulua’s child, the chief of Hilo, a younger brother (cousin) of Keawenuiaumi. He lived with us, and ascertaining how few we were, went away, and at the battle fought on Puumaneo was slain by Keawenuiaumi. His bones were stripped, put away in the container, and this is he.” [ ]"
"A pau ae la ekolu alii i ka hoikeia, koe ekolu alii i koe, i hou aku o Hauna: “Eia hou no keia alii, he makuakane no nou, he kaikaina no no Keawenuiaumi, me makou no ka noho ana, a ike i ko makou uuku haalele ia makou, a i ka hoouka kaua a makou i Puumaneo, make no ia Keawenuiaumi, pau na iwi i ka holehole, komo iloko o ka hokeo.”","Thus three chiefs were accounted for, leaving three more, when Hauna spoke up: “Here is another chief, another uncle of yours, being a younger brother (cousin) of Keawenuiaumi. He resided with us, and because of our meagerness, deserted, and at the battle fought on Puumaneo he was slain by Keawenuiaumi. The bones were stripped and also put away in a gourd.”"
"Alaila lawe ae la o ua o Lonoikamakahiki ia Lililehua, ka Hua-a keiki, ko Puna alii hoi; a oli aku la i mua o Kakuhihewa:","Lonoikamakahiki then took up Lililehua, the child of Hua-a, the chief of Puna and chanted before Kakuhihewa:"
"O Lililehua la Ko e papai Waimea, Molokai ua ino. A pa koolau wahine o lalo, Komo kuu kane hale Mana. Momomoe aku maua i Wawaenohu Ike maua i ka uwe a ke akua la. Eia mai ua mea la!","Lililehua Is drifting to Waimea, For Molokai is storm-bound. When the wind sweeps there below, My husband then enters the house at Mana. We two reposed at Wawaenohu And witnessed the weeping of the deity. Here are some more!"
"A waiho aku la keia mea ma ke alo o Kakuhihewa, alaila ninau ae la o oia: “Owai keia?” I aku la o Lanahuimihaku ma: “O Lililehua ia, o ko Puna alii, ka Hua-a keiki; no ia nei ka aina maikai, o ka hele no ia o ka hala a me ka lehua a luu i ke kai, o ka aina aala hookahi no keia o Hawaii, me makou no ka noho ana o keia alii, he kaikaina no no Keawenuiaumi, ike i ko makou uuku, haalele ia makou; a i ka hoouka kaua a makou iluna o Puumaneo, make no ia makou, pau na iwi i ka holehole ia, komo iloko o ka hokeo, oia na.”","This bundle was placed before Kakuhihewa, who inquired who it was. Lanahuimihaku and the others answered: “This is Lililehua, the chief of Puna, the child of Hua-a. He had a beautiful country where even the pandanus and the lehua enter the sea, being the only sweet-scented land on Hawaii. This chief had his home with us; a younger brother (cousin) of Keawenuiaumi, but knowing our numerical weakness, deserted us, and at the battle fought on Puumaneo we slew him, stripped all his bones, put them in a container, and this is he.”"
"A pau keia, lalau hou no o Hauna i ka iwi o kekahi alii iloko o ka hokeo, i ko Kau alii, a olelo aku la ia Lonoikamakahiki: “Eia hou no keia alii, o ko Kau alii, he makuakane no nou, he kaikaina no no Keawenuiaumi, me makou no kahi i noho ai, a ike i ka uuku o makou, haalele; a ke kaua iluna o Puumaneo, make no ia Keawenuiaumi, lilo na iwi ia makou, komo iloko o ka hokeo.”","Hauna again produced the bones of another chief from the gourd, the chief of Kau, and said to Lonoikamakahiki: “Here is another chief, that of Kau. He is also an uncle (father) of yours and a younger cousin (brother) of Keawenuiaumi. He also lived with us, and seeing how few we were, deserted, and at the battle of Puumaneo was slain by Keawenuiaumi. We secured his bones and put them away in the gourd.”"
"Alaila, lawe ae la o Lonoikamakahiki a paa ma ka lima, alaila oli aku la:","Lonoikamakahiki, holding the bones in his hands, chanted:"
"Aloha Kahalemilo o ka la la, Hale pakaiaulu o Moanauli. Uli hewa ka ili, Mehe mea i moe a ipo la. No Hanalei nei aloha, No kuu kane lau awa o Puna. Kumoena kalukalu Kapaa, Ohai huli Papiohuli. Eia mai ua mea la!","Dear is the house of Milo in the sun, The elevated house of Moanauli. Your skin is bruised without cause, Bruised as though by a lover. This lover is from Hanalei, My lover of the awa leaf of Puna. Kapaa is like the kalukalu mats, Where the ohai turns at Papiohuli. Here are some more!"
"Hoolei aku la ua o Lonoikamakahiki i na iwi haule ana ma ke alo o Kakuhihewa. Alaila, ninau ae la o Kakuhihewa ia Lanahuimihaku ma: “Owai keia?” I aku la o Lanahuimihaku ma: “O Kahalemilo keia, o ka Imaikalani keiki, ko Kau alii, he kaikaina no no Keawenuiaumi, me makou no kahi i noho ai, a no ko makou [ ] uuku, haalele ia makou, a manao e kaua mai ia makou, a luna o Puumaneo, make no ia makou, oia na.”","Lonoikamakahiki tossed the bones to Kakuhihewa and asked of Lanahuimihaku and others: “Who is this?” Lanahuimihaku and the others answered: “This is Kahalemilo, the child of Imaikalani, the chief of Kau. He was also a younger brother (cousin) to Keawenuiaumi, and he was also one of those who resided with us, [ ] and finding out how few we were, left us and took to fighting us on Puumaneo, but he was also slain, and this is he.”"
"Alaila, lawe hou ae la no o Hauna i na iwi o ko Kona alii, a olelo aku la ia Lonoikamakahiki: “Eia hou no keia alii, o Moihala ke keiki a Heapae, ko Kona alii, he kaikaina no no ko makuakane, me makou no ka noho ana, a no ka ike i ko makou uuku, haalele, hele a ma kahi e, kipi mai ia Keawenuiaumi, a i ka hoouka kaua ana a ko makuakane iluna o Puumaneo, pau no ia makou i ka make, holeholeia na iwi, komo iloko o ka hokeo.”","Hauna again produced the bones of the chief of Kona and said to Lonoikamakahiki: “Here is another chief, Moihala, the child of Heapae, the chief of Kona. He was also a younger brother (cousin) of your father. He lived with us, and because we were few, deserted and went elsewhere; he rebelled against Keawenuiaumi, and at your father’s battle on Puumaneo was also slain, the bones stripped and put into the gourd.”"
"Alaila, lawe ae la o Lonoikamakahiki a paa ma ka lima, a oli aku la:","Lonoikamakahiki, holding the bones in his hands, chanted thus:"
"O Moihala nei, Ke nonoi ae la i ka makani, Ka manu o Kuolohia. O Waialeale, i ka mauna, O Waialeale, i ka mauna. Kahe Kawaikini, A Kane i ka lai. E ukali aku au o ka ipo, Waialua la waiho, I waiho i ka hale makamaka. Loaa ke kauna, Kahi e kipa aku ai. Eia ua mea la!","This is Moihala, Inquiring of the wind, The bird of Kuolohia. Waialeale, the mountain, Waialeale, the mountain. Kawaikini is flowing, Of Kane in the calm. I, the lover, shall follow To Waialua where I leave her, Leave her in the home of friends. It was there I found friends, Where I may visit. Here are some more!"
"Hoolei aku la o Lonoikamakahiki, pahu ana ma ke alo o Kakuhihewa; alaila ninau ae la o Kakuhihewa ia Lanahuimihaku ma: “Owai keia?” I aku la laua: “O Moihala keia, o ko Kona alii, he okana nui keia o Hawaii. He kaikaina no nae o Moihala no Keawenuiaumi; me makou no ka noho ana, a no ka ike i ko makou uuku, haalele ia makou, hele a ma kekahi aoao, kipi mai kuhi ia kipi ana ana e pakele; i pii ae ka hana i ka hoouka kaua a makou iluna o Puumaneo make no ia Keawenuiaumi.”","Lonoikamakahiki threw the bones in front of Kakuhihewa, who inquired of Lanahuimihaku and the others who it was. They answered: “This is Moihala, the chief of Kona, a large division of Hawaii. Moihala was also a younger brother (cousin) of Keawenuiaumi. He resided with us, and finding out how few we were, left, went to the opposite side, a rebel. He thought by rebelling he would be safe, but when putting in an appearance at our battle at Puumaneo he was slain by Keawenuiaumi.”"
"Ma keia hoike hope ana a Lonoikamakahiki i ko Kona alii, o ka pau loa no hoi ia o Oahu nei ia Lonoikamakahiki. Mahope iho o keia manawa, olelo aku la o Lonoikamakahiki ia Kaikilani: “He nani ia ua puni ae nei Oahu nei ia kaua, noho oe o kaua, eia la he aina oluolu, he kanaka iki, kanaka nui.” I aku la o Kaikilani: “Ua pono ia, aka, e hoi kaua e hooponopono ia Hawaii a pono, alaila hoi hou mai ia Oahu nei; aia na ’lii o Hawaii la ua kipi, ua hao ae la na ’lii a pau, ia oe, o ko hiki no i Hawaii o ka hoouka no ia o ke kaua; pania mai la no e na kanaka mai Anaehoomalu a ka lae o Kauhola.”","After the final production made by Lonoikamakahiki of the bones of the chief of Kona, Lonoikamakahiki conquered the whole of Oahu. Following this incident, Lonoikamakahiki spoke to Kaikilani: “Inasmuch as we have made the circuit of Oahu, you, of us, had better remain; it is good land, with inhabitants both large and small.” Kaikilani answered: “It is agreeable to me; but we had better go to put Hawaii on a satisfactory basis, then return again to Oahu. There are the chiefs of Hawaii; they have rebelled and have confiscated everything. As for yourself, upon arriving at Hawaii, wage battle, as the men have been thickly arrayed from Anaehoomalu to the front of Kauhola.”"
"A no keia olelo ana aku a Kaikilani pela, hoolale koke ae la o Lonoikamakahiki i na waa, a holo aku la lakou. Ma keia holo ana a Lonoikamakahiki, aole nae i holo aku ma Kohala, aka, mawaho loa no a hiki i Kealakekua. Ia hiki ana aku o Lonoikamakahiki ma ua pau mai na ’lii o Kona a pau a me na kanaka i Kohala, no ke kali no ia Lonoikamakahiki o ka puka aku no ma Kohala o ka luku no. Aka ia Lonoikamakahiki i hiki aku ai, hoouna aku la oia i elele i Kau, e kii aku ia Pupuakea, e hele mai e halawai me kona kaikuaana (Lonoikamakahiki) i kuka ai laua no ka luku aku i na ’lii kipi o Hawaii. [ ]","Because of this remark of Kaikilani, Lonoikamakahiki had the canoes prepared immediately and departed. On this voyage Lonoikamakahiki did not touch at Kohala but proceeded on to Kealakekua. Upon arrival there with his men, the chiefs of Kona and the men were all at Kohala awaiting the arrival of Lonoikamakahiki there to be slaughtered by them. Upon Lonoikamakahiki’s arrival he sent a messenger to Kau to get Pupuakea to come to meet his elder brother (Lonoikamakahiki) to consult concerning putting to an end the rebellious chiefs of Hawaii. [ ]"
"A i ka hiki ana mai o Pupuakea, kuka ae la laua a holo, alaila hoounaia aku la kekahi elele e Pupuakea, e kii aku i na kanaka a pau e hele mai no ke kaua. No ka mea, o Kau, oia wale no ka okana i koe aole i kipi, no ka mea, malaila no o Pupuakea kahi i noho ai, mahope iho o ko Lonoikamakahiki holo ana i Oahu. A lohe ae la na kanaka, alaila, hele mai la lakou mauka o Kau a mauka o Kona, a o ka luna hoi i hoounaia, hiki mai la ia ma Kealakekua, ma kahi e noho ana o Lonoikamakahiki laua me Pupuakea. Mahope iho o keia lohe ana ua hala ae na kanaka mauka, alaila, hele aku la o Lonoikamakahiki laua o Pupuakea, a halawai aku la me na kanaka i Puuanahulu, a malaila kahi i hoonoho ai o ke kaua. Aka nae, ia manawa, ike mai la ka aoao kipi i kai o Anaehoomalu i ka ula o ke a o Puuanahulu i na kanaka, he mea haohao nae ia i na kipi. Manao nae kekahi poe kipi, he kaua; a ma ka manao hoi o kekahi poe, he poe kanaka no no lakou (na kipi), no ka mea, ua manaoia, aia no o Lonoikamakahiki i Oahu, no ka mea hoi, aole he poe nana i olelo aku, ua puka ae o Lonoikamakahiki i Kealakekua.","After Pupuakea arrived, they held a council of war and a decision was arrived at. Pupuakea then sent a messenger calling upon all the men to come to do battle. Kau was the only district which had not rebelled, because Pupuakea took up his residence there after Lonoikamakahiki departed for Oahu. The men having been informed, came over by the upper part of Kau to upper Kona, but the messenger that was sent reached Kealakekua, where Lonoikamakahiki and Pupuakea were living. After receiving the information that the men had come overland, Lonoikamakahiki and Pupuakea went to intercept them at Puuanahulu , and that was the place where the men were arrayed in battle formation. About this time, however, the rebels who were down at Anaehoomalu observed that the clinkers at Puuanahulu were red with people, which was a matter of surprise to the rebels. Some of them thought there was a battle being fought, while others conjectured they were some of their own men, being under the impression that Lonoikamakahiki was still at Oahu, for no news had been received that he, Lonoikamakahiki, had arrived at Kealakekua."
"Ma kela la a na kipi e haohao la, a ma ia po iho, iho aku la o Lonoikamakahiki me kona kaikaina me Pupuakea, a me na kanaka a pau i makaukau no ka hoouka kaua. I kela po, i na kanaka i iho aku ai mai Puuanahulu aku, ia manawa, manao ae la na kipi he kaua keia, no ka mea, aia ma ka lima o na kanaka, na lama (he mau ihoiho kukui) e a ana mai mua a hope o ka huakai kaua a Lonoikamakahiki. Nolaila, hoomakaukau ae la na kipi i ke kaua, a hoouna aku la i luna e hai aku i na kanaka a me na ’lii o ka aoao kipi i hoonohoia mai Anaehoomalu a Kohala loa.","During the night of the day on which the rebels were surprised, Lonoikamakahiki and his younger brother Pupuakea, together with the men, came down prepared to give battle. On the night the men left Puuanahulu to go down, the rebels realized there was to be war, because there were in the hands of the men torches burning from the van to the rear of the war procession of Lonoikamakahiki. Then it was that the rebels made preparations for battle, sending out messengers to inform the men and the chiefs on their side that had been stationed from Anaehoomalu to distant Kohala."
"Aka ia Lonoikamakahiki ma i iho mai ai, halawai mua iho la me na kipi i Wailea, a o ka hoouka koke iho la no ia o ke kaua, a pau iho la na kipi i ka lukuia, a lanakila ae la o Lonoikamakahiki ma ia hoouka kaua ana. O ka hoouka kaua ana keia a Lonoikamakahiki i kahe awai ai ke koko i kai o Wainanalii, a nolaila ua kapaia ia kaua a Lonoikamakahiki o Kaheawai.","While Lonoikamakahiki was on his way down he first met the rebels at Wailea and the fighting immediately commenced. Lonoikamakahiki was victorious on this occasion and the rebels were annihilated. This was the battle fought by Lonoikamakahiki, where it is said that blood flowed like water at Wainanalii, and hence the battle is described as that of Kaheawai."
"Mahope iho o ke kaua a Lonoikamakahiki i Kaheawai, ma ke kakahiaka nui, ike ia mai la o Lonoikamakahiki e ka aoao kipi e hele aku ana i ke a o Kaniku, alaila, hoi aku la na kanaka o ka aoao kipi a hai aku la i ko lakou pukaua (Alihikaua) ia Kanaloapulehu, me ka i aku: “Eia’e o Lonoikamakahiki me Pupuakea ma, ua pau mai nei kekahi poe i ka make ua hee mai nei kakou (na kipi).”","Early in the morning after the battle of Lonoikamakahiki at Kaheawai, he was observed by the rebels proceeding along the lava bed of Kaniku. The rebels after returning to camp reported to their general, Kanaloapulehu, saying: “Lonoikamakahiki and Pupuakea are approaching, some men have been slain, and we (the rebels) have been routed.”"
"Nolaila, olelo ae la o Kanaloapulehu ia Kanaloakuakawaiea ko Hilo alii: “Ho aku ke kaua i Kaunooa i ke one nui, i hoouka ai ke kaua ilaila, i hiki ae ai ia o Lonoikamakahiki ilaila, ua paa mua ia kakou ke one, na lakou ia e hele ae, kanu mai ke one i na maka, lilo lakou ilaila e anaanai ai hao aku na pohaku, o ka lanakila no ia.”","Kanaloapulehu commanded Kanaloakuakawaiea, the chief of Hilo: “Let the battle be at Kaunooa where there is plenty of sand, and let it be fought there, so that when Lonoikamakahiki reaches the spot we would be in possession of the sand, so that whilst rubbing their eyes the rocks will fly and victory will be ours.”"
"E like me ka olelo a Kanaloapulehu ia Kanaloakuakawaiea, alaila, laweia aku la na kanaka o ka aoao kipi a hoonoho ma Kaunooa (aia no kela wahi mawaena o Puako a me Kawaihae). Ma ke ehu awakea (ainaawakea), halawai aku la o Lonoikamakahiki me na kipi, a o ka hoouka iho la no ia o ke kaua, a lanakila iho la o Lonoikamakahiki [ ] ma ia hoouka kaua ana, a hee aku la o Kanaloapulehu ma me na kipi a pau, ma ka ehu ahiahi.","According to the instructions of Kanaloapulehu to Kanaloakuakawaiea, the men were placed in position at Kaunooa. This is a place midway between Puako and Kawaihae. At the noon hour Lonoikamakahiki came in contact with the rebels and the battle commenced in earnest and he was victorious over them, having repulsed Kanaloapulehu and his followers just as the shades of evening were falling. [ ]"
"Ia Kanaloapulehu ma i hee aku ai me na kipi, loaa aku la ko Kohala poe kipi mai a me ko Hamakua mai ma kahi i kapaia o Nakikiaianihau. I aku la o Kanaloapulehu ma i ko Kohala poe kipi mai a me ko Hamakua: “ Hoi hou aku kakou i hope, a i Haleokapuni kakou e hoomoana ai; aole auanei he mea pii aku o kakou iluna o Puukohola, aia a ike aku kakou ia Lonoikamakahiki e hele mai ana i Nakikiaianihau ma, alaila hoi aku kakou a luna o Puukohola, i hoolue iho na pohaku o luna, alaila make ko lakou kaua (ko Lonoikamakahiki ma).” E like me ka mea i oleloia e ka pukaua nui pela no i hoolohe aku ai na ’lii a pau; nolaila, hoi aku la lakou a hoomoana iho la ma Haleokapuni, malalo pono o ka heiau o Puukohola a me Mailekini, ma Kawaihae, a e like me ka manao o ka aoao kipi; aka, aole o Lonoikamakahiki i hele e like me ka na kipi manao wale ana.","While Kanaloapulehu and his followers were fleeing they met the Kohala and the Hamakua rebels at a place called Nakikiaianihau. Kanaloapulehu commanded them, saying: “Let us go back and encamp at Haleokapuni, and let some of us go on to Puukohola, and when Lonoikamakahiki is seen approaching Nakikiaianihau, then we will occupy Puukohola so we can shower rocks from above and Lonoikamakahiki’s battle will be a defeat.” All the chiefs observed the commands of the general and encamped at Haleokapuni immediately below the temple of Puukohola and Mailekini at Kawaihae. Lonoikamakahiki, however, did not manoeuver as was anticipated by the rebels."
"Mahope iho o ko Lonoikamakahiki lanakila ana i ke kaua ma Kaunooa, alaila, ninau ae la o Lonoikamakahiki i kana mau kahuna i kahi e hiki ai ke hele a lanakila. Olelo aku la na kahuna ia Lonoikamakahiki: “Mauka ke hele ma ke pili, a hiki, i Puupa, malaila, ka hoouka kaua nui, no ka mea, o Kona wale no ka kakou i hoouka aku nei, aole kakou i ike aku ia Hilo a me Puna, aole kakou i ike aku ia Hamakua, aole o Kohala, he wahi moku uuku ia, i kaua hope ia, e pono ke kii mua i na kolu ia Puna, Hilo, a me Hamakua.” A e like me ka olelo a na kahuna a ua o Lonoikamakahiki, pela no oia i hoolohe aku ai.","After Lonoikamakahiki became victorious at the battle of Kaunooa he consulted his priests (kahunas) as to what steps best to take in order to lead to victory. The priests directed him to proceed by way of Pili until they came to Puupa, “and there a big battle should be fought, because thus far we have only fought against the Konas, and know nothing about Hilo and Puna, nor of Hamakua. Pay no heed to Kohala, it is a small district; let us fight her last. Proceed against the triplets, Puna, Hilo and Hamakua.”"
